SectorName,ID64X,ID64Y,ID64Z,MaxYCoord,MaxZCoord,MaxXCoord
Slaiya,39,32,64,1255,59095,1215
Slaiyaa,33,32,64,1255,59095,-6465
Slaiyaea,53,32,64,1255,59095,19135
Slaiyai,41,32,64,1255,59095,3775
Slaiyi,47,32,64,1255,59095,11455
Slaiyia,54,32,64,1255,59095,20415
Slaiyiae,43,32,64,1255,59095,6335
Slaiyoea,31,32,64,1255,59095,-9025
Slaiyooe,37,32,64,1255,59095,-1345
Slaiyu,52,32,64,1255,59095,17855
Slaiyuae,46,32,64,1255,59095,10175
Slaiyue,40,32,64,1255,59095,2495
Slatchaa,28,31,54,-25,46295,-12865
Slatchio,25,31,54,-25,46295,-16705
Slatchoe,24,31,54,-25,46295,-17985
Slatchoea,26,31,54,-25,46295,-15425
Slatchoi,27,31,54,-25,46295,-14145
Slatchooe,32,31,54,-25,46295,-7745
Slatchue,35,31,54,-25,46295,-3905
Slaukee,25,34,41,3815,29655,-16705
Slauleia,32,34,41,3815,29655,-7745
Slauli,44,34,41,3815,29655,7615
Slauliae,40,34,41,3815,29655,2495
Slauloae,41,34,41,3815,29655,3775
Slauloe,26,34,41,3815,29655,-15425
Slauloi,29,34,41,3815,29655,-11585
Slaulooe,34,34,41,3815,29655,-5185
Slaulou,42,34,41,3815,29655,5055
Slaulua,31,34,41,3815,29655,-9025
Slauluae,43,34,41,3815,29655,6335
Slaulue,37,34,41,3815,29655,-1345
Slawoae,55,32,64,1255,59095,21695
Sledgaei,16,31,16,-25,-2345,-28225
Sledgie,14,31,16,-25,-2345,-30785
Sledguia,18,31,16,-25,-2345,-25665
Slega,29,31,16,-25,-2345,-11585
Slegaa,23,31,16,-25,-2345,-19265
Slegae,26,31,16,-25,-2345,-15425
Slegao,38,31,16,-25,-2345,-65
Slege,32,31,16,-25,-2345,-7745
Slegeae,41,31,16,-25,-2345,3775
Slegi,37,31,16,-25,-2345,-1345
Slegiae,33,31,16,-25,-2345,-6465
Slegoae,34,31,16,-25,-2345,-5185
Slegoea,21,31,16,-25,-2345,-21825
Slegoo,28,31,16,-25,-2345,-12865
Slegou,35,31,16,-25,-2345,-3905
Slegua,24,31,16,-25,-2345,-17985
Sleguae,36,31,16,-25,-2345,-2625
Slegue,30,31,16,-25,-2345,-10305
Sleha,60,32,26,1255,10455,28095
Slehe,63,32,26,1255,10455,31935
Slehiae,64,32,26,1255,10455,33215
Slehio,51,32,26,1255,10455,16575
Slehoe,50,32,26,1255,10455,15295
Slehoea,52,32,26,1255,10455,17855
Slehou,66,32,26,1255,10455,35775
Slehue,61,32,26,1255,10455,29375
Slengeau,48,32,26,1255,10455,12735
Slengie,41,32,26,1255,10455,3775
Slengoa,46,32,26,1255,10455,10175
Slenguia,45,32,26,1255,10455,8895
Sloeft,20,33,31,2535,16855,-23105
Sloeks,21,33,31,2535,16855,-21825
Sloelts,14,33,31,2535,16855,-30785
Sloepp,19,33,31,2535,16855,-24385
Sloepr,22,33,31,2535,16855,-20545
Sloeps,23,33,31,2535,16855,-19265
Sloeths,17,33,31,2535,16855,-26945
Sloorae,58,30,49,-1305,39895,25535
Slooroi,54,30,49,-1305,39895,20415
Slooroo,60,30,49,-1305,39895,28095
Sloorooe,59,30,49,-1305,39895,26815
Sluemaae,40,29,39,-2585,27095,2495
Sluemaei,36,29,39,-2585,27095,-2625
Sluemea,37,29,39,-2585,27095,-1345
Sluemeae,30,29,39,-2585,27095,-10305
Sluemeau,41,29,39,-2585,27095,3775
Sluemi,26,29,39,-2585,27095,-15425
Sluemia,33,29,39,-2585,27095,-6465
Sluemiae,22,29,39,-2585,27095,-20545
Sluemoa,39,29,39,-2585,27095,1215
Sluemuae,25,29,39,-2585,27095,-16705
Sluenoe,43,29,39,-2585,27095,6335
Sluenoea,45,29,39,-2585,27095,8895
Slulee,38,32,26,1255,10455,-65
Slyaiks,37,31,12,-25,-7465,-1345
Slyaips,39,31,12,-25,-7465,1215
Slyaipt,40,31,12,-25,-7465,2495
Slyeamt,18,33,27,2535,11735,-25665
Slyeax,19,33,27,2535,11735,-24385
Slyernt,32,31,50,-25,41175,-7745
Slyewls,31,31,50,-25,41175,-9025
Smaidau,31,31,11,-25,-8745,-9025
Smaideae,33,31,11,-25,-8745,-6465
Smaidiae,25,31,11,-25,-8745,-16705
Smaidoae,26,31,11,-25,-8745,-15425
Smaidou,27,31,11,-25,-8745,-14145
Smaidue,22,31,11,-25,-8745,-20545
Smasau,48,30,44,-1305,33495,12735
Smase,41,30,44,-1305,33495,3775
Smasiae,42,30,44,-1305,33495,5055
Smaso,49,30,44,-1305,33495,14015
Smasoae,43,30,44,-1305,33495,6335
Smasou,44,30,44,-1305,33495,7615
Smasu,51,30,44,-1305,33495,16575
Smeama,36,29,34,-2585,20695,-2625
Smeamaa,30,29,34,-2585,20695,-10305
Smeame,39,29,34,-2585,20695,1215
Smeamiae,40,29,34,-2585,20695,2495
Smeamoae,41,29,34,-2585,20695,3775
Smeamou,42,29,34,-2585,20695,5055
Smeamuae,43,29,34,-2585,20695,6335
Smeamue,37,29,34,-2585,20695,-1345
Smeheae,14,33,26,2535,10455,-30785
Smeho,13,33,26,2535,10455,-32065
Smoijae,53,30,44,-1305,33495,19135
Smojaae,59,32,21,1255,4055,26815
Smojaea,51,32,21,1255,4055,16575
Smojaei,55,32,21,1255,4055,21695
Smojai,39,32,21,1255,4055,1215
Smoje,40,32,21,1255,4055,2495
Smojeia,33,32,21,1255,4055,-6465
Smojeou,54,32,21,1255,4055,20415
Smoji,45,32,21,1255,4055,8895
Smojo,48,32,21,1255,4055,12735
Smojoa,58,32,21,1255,4055,25535
Smojoea,29,32,21,1255,4055,-11585
Smojoo,36,32,21,1255,4055,-2625
Smojooe,35,32,21,1255,4055,-3905
Smojou,43,32,21,1255,4055,6335
Smoju,50,32,21,1255,4055,15295
Smojuae,44,32,21,1255,4055,7615
Smojue,38,32,21,1255,4055,-65
Smongia,21,31,11,-25,-8745,-21825
Smooraei,21,31,49,-25,39895,-21825
Smoorea,22,31,49,-25,39895,-20545
Smooreau,26,31,49,-25,39895,-15425
Smooreou,20,31,49,-25,39895,-23105
Smooro,14,31,49,-25,39895,-30785
Smooroa,24,31,49,-25,39895,-17985
Smoorou,9,31,49,-25,39895,-37185
Smooruae,10,31,49,-25,39895,-35905
Smooruia,23,31,49,-25,39895,-19265
Smoosee,23,32,59,1255,52695,-19265
Smootaae,56,32,59,1255,52695,22975
Smootae,31,32,59,1255,52695,-9025
Smootaea,48,32,59,1255,52695,12735
Smootao,43,32,59,1255,52695,6335
Smootau,44,32,59,1255,52695,7615
Smooteae,46,32,59,1255,52695,10175
Smooteia,30,32,59,1255,52695,-10305
Smooteou,51,32,59,1255,52695,16575
Smooti,42,32,59,1255,52695,5055
Smootiae,38,32,59,1255,52695,-65
Smootie,50,32,59,1255,52695,15295
Smootio,25,32,59,1255,52695,-16705
Smootoa,55,32,59,1255,52695,21695
Smootoae,39,32,59,1255,52695,1215
Smootoe,24,32,59,1255,52695,-17985
Smootoea,26,32,59,1255,52695,-15425
Smootooe,32,32,59,1255,52695,-7745
Smootue,35,32,59,1255,52695,-3905
Smootuia,54,32,59,1255,52695,20415
Smumbao,31,34,36,3815,23255,-9025
Smumbeae,34,34,36,3815,23255,-5185
Smumbia,37,34,36,3815,23255,-1345
Smumbie,38,34,36,3815,23255,-65
Smumbo,33,34,36,3815,23255,-6465
Smumboa,43,34,36,3815,23255,6335
Smumboae,27,34,36,3815,23255,-14145
Smumbu,35,34,36,3815,23255,-3905
Smumbuia,42,34,36,3815,23255,5055
Soac,37,31,9,-25,-11305,-1345
Soad,38,31,9,-25,-11305,-65
Soascs,35,31,9,-25,-11305,-3905
Soijaa,30,34,34,3815,20695,-10305
Soijua,31,34,34,3815,20695,-9025
Sotheia,52,30,42,-1305,30935,17855
Sothoe,46,30,42,-1305,30935,10175
Sothoea,48,30,42,-1305,30935,12735
Sothoi,49,30,42,-1305,30935,14015
Spaidau,43,32,11,1255,-8745,6335
Spaidi,41,32,11,1255,-8745,3775
Spaido,44,32,11,1255,-8745,7615
Spaidou,39,32,11,1255,-8745,1215
Spaidue,34,32,11,1255,-8745,-5185
Spasao,59,31,44,-25,33495,26815
Spasau,60,31,44,-25,33495,28095
Spase,53,31,44,-25,33495,19135
Spaseae,62,31,44,-25,33495,30655
Spaso,61,31,44,-25,33495,29375
Spasoae,55,31,44,-25,33495,21695
Spasou,56,31,44,-25,33495,22975
Spasu,63,31,44,-25,33495,31935
Speama,48,30,34,-1305,20695,12735
Speamao,57,30,34,-1305,20695,24255
Speame,51,30,34,-1305,20695,16575
Speameia,44,30,34,-1305,20695,7615
Speami,56,30,34,-1305,20695,22975
Speamoea,40,30,34,-1305,20695,2495
Speamoi,41,30,34,-1305,20695,3775
Speamoo,47,30,34,-1305,20695,11455
Speamua,43,30,34,-1305,20695,6335
Speamuae,55,30,34,-1305,20695,21695
Speamue,49,30,34,-1305,20695,14015
Sphaukea,46,31,41,-25,29655,10175
Sphaukee,51,31,41,-25,29655,16575
Sphaukuia,47,31,41,-25,29655,11455
Sphaula,62,31,41,-25,29655,30655
Sphaulaa,56,31,41,-25,29655,22975
Sphaulai,64,31,41,-25,29655,33215
Sphaule,65,31,41,-25,29655,34495
Sphauleia,58,31,41,-25,29655,25535
Sphauloe,52,31,41,-25,29655,17855
Sphauloea,54,31,41,-25,29655,20415
Sphauloo,61,31,41,-25,29655,29375
Sphaulooe,60,31,41,-25,29655,28095
Sphaulua,57,31,41,-25,29655,24255
Sphaulue,63,31,41,-25,29655,31935
Sphiechaea,43,33,56,2535,48855,6335
Sphiechau,39,33,56,2535,48855,1215
Sphiechia,44,33,56,2535,48855,7615
Sphiechie,45,33,56,2535,48855,8895
Sphiechu,42,33,56,2535,48855,5055
Sphieseae,10,32,46,1255,36055,-35905
Sphiesi,6,32,46,1255,36055,-41025
Sphieso,9,32,46,1255,36055,-37185
Sphiesu,11,32,46,1255,36055,-34625
Sphietchio,55,33,56,2535,48855,21695
Sphietchoi,57,33,56,2535,48855,24255
Sphoeff,35,30,31,-1305,16855,-3905
Sphoekh,37,30,31,-1305,16855,-1345
Sphoeks,47,30,31,-1305,16855,11455
Sphoench,22,30,31,-1305,16855,-20545
Sphoepps,30,30,31,-1305,16855,-10305
Sphoepr,48,30,31,-1305,16855,12735
Sphoeps,49,30,31,-1305,16855,14015
Sphoerns,23,30,31,-1305,16855,-19265
Sphoernt,26,30,31,-1305,16855,-15425
Sphoerst,29,30,31,-1305,16855,-11585
Sphoesty,17,30,31,-1305,16855,-26945
Sphoeth,18,30,31,-1305,16855,-25665
Sphoetl,19,30,31,-1305,16855,-24385
Sphoetz,31,30,31,-1305,16855,-9025
Sphoewnst,41,30,31,-1305,16855,3775
Sphuedaae,47,33,18,2535,215,11455
Sphuedau,35,33,18,2535,215,-3905
Sphuedea,44,33,18,2535,215,7615
Sphuedeae,37,33,18,2535,215,-1345
Sphuedeou,42,33,18,2535,215,5055
Sphuedia,40,33,18,2535,215,2495
Sphuedie,41,33,18,2535,215,3775
Sphuedo,36,33,18,2535,215,-2625
Sphuedoa,46,33,18,2535,215,10175
Sphuedu,38,33,18,2535,215,-65
Sphueduia,45,33,18,2535,215,8895
Sphuefae,57,33,18,2535,215,24255
Sphuefeia,56,33,18,2535,215,22975
Sphuefooe,58,33,18,2535,215,25535
Sphuefua,55,33,18,2535,215,21695
Sphuenns,37,32,8,1255,-12585,-1345
Sphuept,26,32,8,1255,-12585,-15425
Sphuezz,36,32,8,1255,-12585,-2625
Sphuqe,12,32,46,1255,36055,-33345
Sphuqea,28,32,46,1255,36055,-12865
Sphuqeae,21,32,46,1255,36055,-21825
Sphuqeou,26,32,46,1255,36055,-15425
Sphuqia,24,32,46,1255,36055,-17985
Sphuqiae,13,32,46,1255,36055,-32065
Sphuqie,25,32,46,1255,36055,-16705
Sphuqo,20,32,46,1255,36055,-23105
Sphuqoae,14,32,46,1255,36055,-30785
Sphuqou,15,32,46,1255,36055,-29505
Sphuquia,29,32,46,1255,36055,-11585
Spleedaea,11,31,36,-25,23255,-34625
Spleedea,16,31,36,-25,23255,-28225
Spleedia,12,31,36,-25,23255,-33345
Spliech,39,32,8,1255,-12585,1215
Splieck,44,32,8,1255,-12585,7615
Spliefio,51,30,31,-1305,16855,16575
Spliefoe,50,30,31,-1305,16855,15295
Spliefoi,53,30,31,-1305,16855,19135
Spliefooe,58,30,31,-1305,16855,25535
Spliehm,50,32,8,1255,-12585,15295
Spliehn,52,32,8,1255,-12585,17855
Spliek,42,32,8,1255,-12585,5055
Spliem,48,32,8,1255,-12585,12735
Splierd,40,32,8,1255,-12585,2495
Splierg,47,32,8,1255,-12585,11455
Spliergh,45,32,8,1255,-12585,8895
Splohaae,32,32,46,1255,36055,-7745
Sploheau,33,32,46,1255,36055,-6465
Splohoa,31,32,46,1255,36055,-9025
Splojeia,41,32,46,1255,36055,3775
Splojio,36,32,46,1255,36055,-2625
Splojoea,37,32,46,1255,36055,-1345
Splojua,40,32,46,1255,36055,2495
Splojue,46,32,46,1255,36055,10175
Spoihaae,31,30,34,-1305,20695,-9025
Spoihaei,27,30,34,-1305,20695,-14145
Spoihee,33,30,34,-1305,20695,-6465
Spoiheou,26,30,34,-1305,20695,-15425
Spoihia,24,30,34,-1305,20695,-17985
Spoihie,25,30,34,-1305,20695,-16705
Spoijeia,64,31,44,-25,33495,33215
Spoijio,35,30,34,-1305,20695,-3905
Spojaa,43,33,21,2535,4055,6335
Spojae,46,33,21,2535,4055,10175
Spojao,58,33,21,2535,4055,25535
Spojau,59,33,21,2535,4055,26815
Spojeia,45,33,21,2535,4055,8895
Spojoi,42,33,21,2535,4055,5055
Spojua,44,33,21,2535,4055,7615
Spongaea,32,32,11,1255,-8745,-7745
Spongai,20,32,11,1255,-8745,-23105
Spongao,27,32,11,1255,-8745,-14145
Spongoae,23,32,11,1255,-8745,-19265
Spongou,24,32,11,1255,-8745,-17985
Sponguae,25,32,11,1255,-8745,-16705
Spoora,15,32,49,1255,39895,-29505
Spooraa,9,32,49,1255,39895,-37185
Spoorae,12,32,49,1255,39895,-33345
Spoorao,24,32,49,1255,39895,-17985
Spoore,18,32,49,1255,39895,-25665
Spooreae,27,32,49,1255,39895,-14145
Spooreau,38,32,49,1255,39895,-65
Spoori,23,32,49,1255,39895,-19265
Spooria,30,32,49,1255,39895,-10305
Spoorie,31,32,49,1255,39895,-9025
Spoorio,6,32,49,1255,39895,-41025
Spooroa,36,32,49,1255,39895,-2625
Spooroae,20,32,49,1255,39895,-23105
Spooroea,7,32,49,1255,39895,-39745
Spooroo,14,32,49,1255,39895,-30785
Spoorooe,13,32,49,1255,39895,-32065
Spoorou,21,32,49,1255,39895,-21825
Spooru,28,32,49,1255,39895,-12865
Spooruae,22,32,49,1255,39895,-20545
Spoorue,16,32,49,1255,39895,-28225
Spooruia,35,32,49,1255,39895,-3905
Spooseau,34,33,59,2535,52695,-5185
Spoosee,35,33,59,2535,52695,-3905
Spoota,46,33,59,2535,52695,10175
Spootaa,40,33,59,2535,52695,2495
Spootae,43,33,59,2535,52695,6335
Spootao,55,33,59,2535,52695,21695
Spootio,37,33,59,2535,52695,-1345
Spootoe,36,33,59,2535,52695,-2625
Spootooe,44,33,59,2535,52695,7615
Spuenue,8,31,39,-25,27095,-38465
Sqeans,33,33,16,2535,-2345,-6465
Sqeasp,32,33,16,2535,-2345,-7745
Sqeass,36,33,16,2535,-2345,-2625
Sqeast,37,33,16,2535,-2345,-1345
Sqefs,19,30,29,-1305,14295,-24385
Sqelts,15,30,29,-1305,14295,-29505
Sqepp,20,30,29,-1305,14295,-23105
Sqeths,18,30,29,-1305,14295,-25665
Sqodgi,30,33,54,2535,46295,-10305
Sqodgou,28,33,54,2535,46295,-12865
Squecs,47,31,39,-25,27095,11455
Squer,44,31,39,-25,27095,7615
Squern,49,31,39,-25,27095,14015
Sques,46,31,39,-25,27095,10175
Staugnaae,41,30,62,-1305,56535,3775
Stauthae,51,30,62,-1305,56535,16575
Stautheia,50,30,62,-1305,56535,15295
Steajaea,51,30,24,-1305,7895,16575
Steajie,53,30,24,-1305,7895,19135
Steajo,48,30,24,-1305,7895,12735
Stoijea,14,33,44,2535,33495,-30785
Stooroe,60,33,49,2535,39895,28095
Straae Eohn,38,31,68,-25,64215,-65
Stralaae,12,32,23,1255,6615,-33345
Straleau,13,32,23,1255,6615,-32065
Stralee,14,32,23,1255,6615,-30785
Straluia,10,32,23,1255,6615,-35905
Stramba,56,33,33,2535,19415,22975
Strambe,59,33,33,2535,19415,26815
Strambeia,52,33,33,2535,19415,17855
Stramboea,48,33,33,2535,19415,12735
Stramoe,15,32,23,1255,6615,-29505
Stranaae,43,33,33,2535,19415,6335
Stranaea,35,33,33,2535,19415,-3905
Stranaei,39,33,33,2535,19415,1215
Straneae,33,33,33,2535,19415,-6465
Straneau,44,33,33,2535,19415,7615
Stranee,45,33,33,2535,19415,8895
Straneou,38,33,33,2535,19415,-65
Stranoa,42,33,33,2535,19415,5055
Stranoae,26,33,33,2535,19415,-15425
Stranou,27,33,33,2535,19415,-14145
Stranu,34,33,33,2535,19415,-5185
Stranuae,28,33,33,2535,19415,-12865
Stranuia,41,33,33,2535,19415,3775
Streau Eop,37,31,68,-25,64215,-1345
Streau Eoq,47,31,68,-25,64215,11455
Streau Eork,45,31,68,-25,64215,8895
Stree Eop,48,31,68,-25,64215,12735
Striechae,37,31,56,-25,48855,-1345
Striechaea,54,31,56,-25,48855,20415
Striechai,42,31,56,-25,48855,5055
Strieche,43,31,56,-25,48855,6335
Striechi,48,31,56,-25,48855,12735
Striechie,56,31,56,-25,48855,22975
Striecho,51,31,56,-25,48855,16575
Striechoo,39,31,56,-25,48855,1215
Striechooe,38,31,56,-25,48855,-65
Striechuae,47,31,56,-25,48855,11455
Striechuia,60,31,56,-25,48855,28095
Striesao,18,30,46,-1305,36055,-25665
Striesau,19,30,46,-1305,36055,-24385
Strieseae,21,30,46,-1305,36055,-21825
Striesi,17,30,46,-1305,36055,-26945
Strieso,20,30,46,-1305,36055,-23105
Striesu,22,30,46,-1305,36055,-20545
Strivea,22,32,61,1255,55255,-20545
Striveae,15,32,61,1255,55255,-29505
Strivia,18,32,61,1255,55255,-25665
Strivie,19,32,61,1255,55255,-24385
Strivu,16,32,61,1255,55255,-28225
Stroa Eohn,35,31,68,-25,64215,-3905
Stroifa,26,32,23,1255,6615,-15425
Stroifaa,20,32,23,1255,6615,-23105
Stroifai,28,32,23,1255,6615,-12865
Stroifooe,24,32,23,1255,6615,-17985
Stroifua,21,32,23,1255,6615,-21825
Struedaae,58,31,18,-25,215,25535
Struedao,45,31,18,-25,215,8895
Struedau,46,31,18,-25,215,10175
Struedeau,59,31,18,-25,215,26815
Struedoa,57,31,18,-25,215,24255
Struefio,62,31,18,-25,215,30655
Struefoe,61,31,18,-25,215,29375
Struia Eork,40,31,68,-25,64215,2495
Struqaea,34,30,46,-1305,36055,-5185
Struqao,29,30,46,-1305,36055,-11585
Struqea,39,30,46,-1305,36055,1215
Struqeou,37,30,46,-1305,36055,-1345
Struqia,35,30,46,-1305,36055,-3905
Struqiae,24,30,46,-1305,36055,-17985
Struqo,31,30,46,-1305,36055,-9025
Struqoa,41,30,46,-1305,36055,3775
Struquia,40,30,46,-1305,36055,2495
Stuekeau,15,31,29,-25,14295,-29505
Stuekeou,9,31,29,-25,14295,-37185
Stuekie,8,31,29,-25,14295,-38465
Stuela,27,31,29,-25,14295,-14145
Stuelaa,21,31,29,-25,14295,-21825
Stuele,30,31,29,-25,14295,-10305
Stueloea,19,31,29,-25,14295,-24385
Stueloo,26,31,29,-25,14295,-15425
Stuelou,33,31,29,-25,14295,-6465
Stuelua,22,31,29,-25,14295,-20545
Stuelue,28,31,29,-25,14295,-12865
Stuemaae,49,32,39,1255,27095,14015
Stuemaea,41,32,39,1255,27095,3775
Stuemai,29,32,39,1255,27095,-11585
Stuemao,36,32,39,1255,27095,-2625
Stuemau,37,32,39,1255,27095,-1345
Stuemeae,39,32,39,1255,27095,1215
Stuemeau,50,32,39,1255,27095,15295
Stuemeou,44,32,39,1255,27095,7615
Stuemiae,31,32,39,1255,27095,-9025
Stuemie,43,32,39,1255,27095,6335
Stuemoa,48,32,39,1255,27095,12735
Stuemoae,32,32,39,1255,27095,-7745
Stuena,62,32,39,1255,27095,30655
Stuenae,59,32,39,1255,27095,26815
Stueneia,58,32,39,1255,27095,25535
Stuenoe,52,32,39,1255,27095,17855
Stuenoi,55,32,39,1255,27095,21695
Stuenooe,60,32,39,1255,27095,28095
Stuenue,63,32,39,1255,27095,31935
Styaill,44,32,13,1255,-6185,7615
Styailn,46,32,13,1255,-6185,10175
Styairph,45,32,13,1255,-6185,8895
Styefs,36,32,51,1255,42455,-2625
Styeks,39,32,51,1255,42455,1215
Styepp,37,32,51,1255,42455,-1345
Styiewls,58,30,36,-1305,23255,25535
Styux,9,31,41,-25,29655,-37185
Suchee,30,32,57,1255,50135,-10305
Suchoa,27,32,57,1255,50135,-14145
Sutchaa,35,32,57,1255,50135,-3905
Sutchae,38,32,57,1255,50135,-65
Sutchi,49,32,57,1255,50135,14015
Sutchoe,31,32,57,1255,50135,-9025
Sutchoi,34,32,57,1255,50135,-5185
Sutchooe,39,32,57,1255,50135,1215
Sutchue,42,32,57,1255,50135,5055
Suvaa,55,32,57,1255,50135,21695
Suvoo,60,32,57,1255,50135,28095
Suvua,56,32,57,1255,50135,22975
Swaumly,64,32,29,1255,14295,33215
Swaunds,67,32,29,1255,14295,37055
Swaupy,65,32,29,1255,14295,34495
Swauwry,68,32,29,1255,14295,38335
Swierao,52,32,67,1255,62935,17855
Swieruae,50,32,67,1255,62935,15295
Swoabs,37,34,44,3815,33495,-1345
Swoafs,58,32,29,1255,14295,25535
Swoags,39,34,44,3815,33495,1215
Swoaks,61,32,29,1255,14295,29375
Swoals,40,34,44,3815,33495,2495
Swoapp,59,32,29,1255,14295,26815
Swoaqs,44,34,44,3815,33495,7615
Swoarks,43,34,44,3815,33495,6335
Swoarsts,38,34,44,3815,33495,-65
Swoidai,43,31,19,-25,1495,6335
Swoide,44,31,19,-25,1495,7615
Swoidgae,29,33,34,2535,20695,-11585
Swoidgio,23,33,34,2535,20695,-19265
Swoidgoi,25,33,34,2535,20695,-16705
Swoidi,49,31,19,-25,1495,14015
Swoifaae,19,33,34,2535,20695,-24385
Swoifaei,15,33,34,2535,20695,-29505
Swoifea,16,33,34,2535,20695,-28225
Swoifoa,18,33,34,2535,20695,-25665
Swoifuia,17,33,34,2535,20695,-26945
Swoiln,27,31,19,-25,1495,-14145
Swoils,31,31,19,-25,1495,-9025
Swoilt,33,31,19,-25,1495,-6465
Swoilz,39,31,19,-25,1495,1215
Swoiphs,41,31,19,-25,1495,3775
Swoirks,34,31,19,-25,1495,-5185
Swoirsts,29,31,19,-25,1495,-11585
Swoiwns,38,31,19,-25,1495,-65
Swuejoo,42,29,42,-2585,30935,5055
Swuejua,38,29,42,-2585,30935,-65
Swuejue,44,29,42,-2585,30935,7615
Swuemaae,32,31,57,-25,50135,-7745
Swuemaei,28,31,57,-25,50135,-12865
Swuemao,19,31,57,-25,50135,-24385
Swuemee,34,31,57,-25,50135,-5185
Swuemeou,27,31,57,-25,50135,-14145
Swuemie,26,31,57,-25,50135,-15425
Swuemo,21,31,57,-25,50135,-21825
Swuemoa,31,31,57,-25,50135,-9025
Swuemu,23,31,57,-25,50135,-19265
Swuemuia,30,31,57,-25,50135,-10305
Swuenaa,39,31,57,-25,50135,1215
Swuenae,42,31,57,-25,50135,5055
Swueneia,41,31,57,-25,50135,3775
Swuenoe,35,31,57,-25,50135,-3905
Swuenoea,37,31,57,-25,50135,-1345
Swuenoi,38,31,57,-25,50135,-65
Swuenua,40,31,57,-25,50135,2495
Synaisa,41,34,43,3815,32215,3775
Synaise,44,34,43,3815,32215,7615
Synaiseia,37,34,43,3815,32215,-1345
Synaisiae,45,34,43,3815,32215,8895
Synaisio,32,34,43,3815,32215,-7745
Synamba,21,33,33,2535,19415,-21825
Synambaa,15,33,33,2535,19415,-29505
Synambae,18,33,33,2535,19415,-25665
Synambai,23,33,33,2535,19415,-19265
Synambe,24,33,33,2535,19415,-17985
Synambio,12,33,33,2535,19415,-33345
Synamboo,20,33,33,2535,19415,-23105
Synambooe,19,33,33,2535,19415,-24385
Synambue,22,33,33,2535,19415,-20545
Synaukeau,26,29,41,-2585,29655,-15425
Synaukuia,23,29,41,-2585,29655,-19265
Synaulaa,32,29,41,-2585,29655,-7745
Synaulai,40,29,41,-2585,29655,2495
Synaule,41,29,41,-2585,29655,3775
Synauleia,34,29,41,-2585,29655,-5185
Synauliae,42,29,41,-2585,29655,5055
Synauloae,43,29,41,-2585,29655,6335
Synauloe,28,29,41,-2585,29655,-12865
Synauloi,31,29,41,-2585,29655,-9025
Synauloo,37,29,41,-2585,29655,-1345
Synaulooe,36,29,41,-2585,29655,-2625
Synaulou,44,29,41,-2585,29655,7615
Synaulue,39,29,41,-2585,29655,1215
Syneaxeau,33,32,66,1255,61655,-6465
Syneaxee,34,32,66,1255,61655,-5185
Syneayae,42,32,66,1255,61655,5055
Syneaye,48,32,66,1255,61655,12735
Syneayeia,41,32,66,1255,61655,3775
Syneayoae,50,32,66,1255,61655,15295
Syneayoea,37,32,66,1255,61655,-1345
Syneayoi,38,32,66,1255,61655,-65
Syneayoo,44,32,66,1255,61655,7615
Syneayooe,43,32,66,1255,61655,6335
Syneayou,51,32,66,1255,61655,16575
Syneayuae,52,32,66,1255,61655,17855
Syniechaae,27,31,56,-25,48855,-14145
Syniechaea,19,31,56,-25,48855,-24385
Syniechaei,23,31,56,-25,48855,-19265
Syniechao,14,31,56,-25,48855,-30785
Syniechau,15,31,56,-25,48855,-29505
Syniechea,24,31,56,-25,48855,-17985
Syniecheae,17,31,56,-25,48855,-26945
Syniechee,29,31,56,-25,48855,-11585
Syniechia,20,31,56,-25,48855,-23105
Syniechie,21,31,56,-25,48855,-21825
Syniecho,16,31,56,-25,48855,-28225
Syniechoae,10,31,56,-25,48855,-35905
Syniechou,11,31,56,-25,48855,-34625
Synietchaa,34,31,56,-25,48855,-5185
Synietcheia,36,31,56,-25,48855,-2625
Synietchio,31,31,56,-25,48855,-9025
Synietchoea,32,31,56,-25,48855,-7745
Synietchoi,33,31,56,-25,48855,-6465
Synietchua,35,31,56,-25,48855,-3905
Synoagoae,52,30,51,-1305,42455,17855
Synoagou,53,30,51,-1305,42455,19135
Synoagu,60,30,51,-1305,42455,28095
Synoaguae,54,30,51,-1305,42455,20415
Synooka,48,32,28,1255,13015,12735
Synookaea,62,32,28,1255,13015,30655
Synookau,58,32,28,1255,13015,25535
Synookea,67,32,28,1255,13015,37055
Synookeia,44,32,28,1255,13015,7615
Synookeou,65,32,28,1255,13015,34495
Synookiae,52,32,28,1255,13015,17855
Synookie,64,32,28,1255,13015,33215
Synookio,39,32,28,1255,13015,1215
Synookoae,53,32,28,1255,13015,19135
Synookoi,41,32,28,1255,13015,3775
Synookoo,47,32,28,1255,13015,11455
Synookooe,46,32,28,1255,13015,10175
Synookua,43,32,28,1255,13015,6335
Synookuia,68,32,28,1255,13015,38335
Synuedaae,23,31,18,-25,215,-19265
Synuedaei,19,31,18,-25,215,-24385
Synuedea,20,31,18,-25,215,-23105
Synuedeae,13,31,18,-25,215,-32065
Synuedeau,24,31,18,-25,215,-17985
Synuedee,25,31,18,-25,215,-16705
Synuedia,16,31,18,-25,215,-28225
Synuedie,17,31,18,-25,215,-26945
Synuedo,12,31,18,-25,215,-33345
Synueduia,21,31,18,-25,215,-21825
Synuefae,33,31,18,-25,215,-6465
Synuefai,38,31,18,-25,215,-65
